word,lemma,pos,dialect,meaning_id,meaning_2,example,source
kandoq kelaq,kandoq kelaq,,Sasak Umum,sayur bening kacang panjang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kangen,kangen,,Sasak Umum,kangeni; sayangi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kaniayaq,kaniayaq,,Sasak Umum,dianiaya,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
karang,karang,,Sasak Umum,nama kampung di kota Mataram,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"karepa(n,g)",karepa(n,,Sasak Umum,maju; ke muka,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
keagungan,keagungan,,Sasak Umum,kebesaran,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kealiman,kealiman,,Sasak Umum,kealiman,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
keamanan,keamanan,,Sasak Umum,keamanan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"keamel, kamel",keamel,,Sasak Umum,gigit lumat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebabas,kebabas,,Sasak Umum,terimbas; terserempet,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebagus,kebagus,,Sasak Umum,sangat bagus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebais,kebais,,Sasak Umum,sangat busuk,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebalik,kebalik,,Sasak Umum,terbalik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"kebalika(n,g)",kebalika(n,,Sasak Umum,balikkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebandel,kebandel,,Sasak Umum,sangat bandel,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebangaq,kebangaq,,Sasak Umum,sangat dungu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebanyaq a,kebanyaq a,,Sasak Umum,sangat banyak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebao,kebao,,Sasak Umum,sangat sejuk,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"kebawaqa(n,g)",kebawaqa(n,,Sasak Umum,turunkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebebel,kebebel,,Sasak Umum,sangat bodoh,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebecat,kebecat,,Sasak Umum,sangat cepat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebecik,kebecik,,Sasak Umum,sangat kecil,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebedah,kebedah,,Sasak Umum,kemasukan pencuri,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebedak,kebedak,,Sasak Umum,sangat haus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebedu,kebedu,,Sasak Umum,sangat lamban,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebegâ,kebegâ,,Sasak Umum,sangat bodoh,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebeket,kebeket,,Sasak Umum,sangat ketat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebelet,kebelet,,Sasak Umum,keberatan; tidak ikhlas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"kebelet, kembelet",kebelet,,Sasak Umum,tersendat di kerongkongan; sulit menelan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebeloh,kebeloh,,Sasak Umum,sangat besar (bola mata),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebelèq,kebelèq,,Sasak Umum,sangat besar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebelér,kebelér,,Sasak Umum,sangat genit,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebèlo,kebèlo,,Sasak Umum,sangat panjang; sangat lama,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebébas,kebébas,,Sasak Umum,sangat bebas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebédeng,kebédeng,,Sasak Umum,sangat hitam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebégal,kebégal,,Sasak Umum,terampok,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"kebégala(n,g)",kebégala(n,,Sasak Umum,kerampokan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebégaq,kebégaq,,Sasak Umum,sangat banyak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebélang,kebélang,,Sasak Umum,sangat binal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebélot,kebélot,,Sasak Umum,sangat cair/lemah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kebélék,kebélék,,Sasak Umum,sangat becek/lunak/lemas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kejames,kejames,,Sasak Umum,mencuci rambut (kepala) dng santan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"kejamesa(n,g)",kejamesa(n,,Sasak Umum,cucikan (rambut),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kemadèqan,kemadèqan,,Sasak Umum,ketinggalan; tertinggal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kemaréqan,kemaréqan,,Sasak Umum,ketinggalan; tertinggal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kembalikan,kembalikan,,Sasak Umum,kambuh; kumat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kenyamboqan,kenyamboqan,,Sasak Umum,senang menambah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kenyampoq,kenyampoq,,Sasak Umum,mau lagi; ingin lagi; masih ingin,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kenyampoqan,kenyampoqan,,Sasak Umum,mau lagi (terus menerus),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
keradéngang,keradéngang,,Sasak Umum,telat; terlambat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
keragkat,keragkat,,Sasak Umum,terangkat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kerakuan,kerakuan,,Sasak Umum,teraku (sbg milik),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"kerakuqa(n,g)",kerakuqa(n,,Sasak Umum,terakui (tidak disengaja),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kerangkatan,kerangkatan,,Sasak Umum,terangkatkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
keras,keras,,Sasak Umum,keras kemauan; keras hati,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kertâ,kertâ,,Sasak Umum,"nama istilah dalam tata bahasa Sasak yang membicarakan tentang pemakaian bahasa itu menurut situasi, tempat, suasana, tingkatan, dan waktunya",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kerupuk,kerupuk,,Sasak Umum,kerupuk belinjo,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kerépéq,kerépéq,,Sasak Umum,kerepek dari ubi goreng yg diiris-iris,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kete,kete,,Sasak Umum,ke sini,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kitap,kitap,,Sasak Umum,buku Arab,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kitap ba ta,kitap ba ta,,Sasak Umum,kitab permulaan membaca AlQuran,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kojor,kojor,,Sasak Umum,keras kepala,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kontéq,kontéq,,Sasak Umum,pendek leher,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kulup,kulup,,Sasak Umum,ubi yg dimasak bulat-bulat dng kulitnya,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kupi,kupi,,Sasak Umum,kopi Bali,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kurang,kurang,,Sasak Umum,kurang ajar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kurmâ,kurmâ,,Sasak Umum,kurma dari Arab,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
képéng,képéng,,Sasak Umum,uang belanja,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
lakar kelambi,lakar kelambi,,Sasak Umum,bakal baju,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
lakar selana,lakar selana,,Sasak Umum,bakal celana,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
lambah,lambah,,Sasak Umum,pagar yg terbuat dr anyaman bambu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
lampak,lampak,,Sasak Umum,telapak kaki atau telapak tangan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
lamun ngeno,lamun ngeno,,Sasak Umum,kalau begitu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
langan aget,langan aget,,Sasak Umum,(Pring) jalan yang baik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
lempok,lempok,,Sasak Umum,jajan dari ubi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
lisung geneng,lisung geneng,,Sasak Umum,lesung berdiri yg terbuat dr pangkal pohon kayu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
lokeng; loking,lokeng,,Sasak Umum,"kulit; pemalut biji (buah, kayu, telur)",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
lolon,lolon,,Sasak Umum,pohon ara,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
lolon/buaq,lolon/buaq,,Sasak Umum,pohon/buah anggur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
lomar,lomar,,Sasak Umum,bawang muda,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
luèq,luèq,,Sasak Umum,banyak akal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
lèq,lèq,,Sasak Umum,di atas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
lékan,lékan,,Sasak Umum,dari bawah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
léman,léman,,Sasak Umum,dari atas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
lémaq,lémaq,,Sasak Umum,besok pagi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
macâ,macâ,,Sasak Umum,membaca,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
madu-aduq,madu-aduq,,Sasak Umum,mengadu domba,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
madèq,madèq,,Sasak Umum,menginap,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mait, mbait",mait,,Sasak Umum,mengambil,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
majah,majah,,Sasak Umum,membayar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
malem,malem,,Sasak Umum,malam minggu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"malesa(n,g)",malesa(n,,Sasak Umum,membalas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
malik,malik,,Sasak Umum,membalik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mambis,mambis,,Sasak Umum,benar-benar mirip,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mambu, berambu",mambu,,Sasak Umum,ber-bau; punya bau (busuk),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mambuq,mambuq,,Sasak Umum,berbau,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mampoh,mampoh,,Sasak Umum,mampu; berpunya; kaya,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mampér,mampér,,Sasak Umum,mendekat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mamâ,mamâ,,Sasak Umum,laki-laki,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
manisan,manisan,,Sasak Umum,madu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mantot,mantot,,Sasak Umum,memotong pucuk tanaman,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
manuk,manuk,,Sasak Umum,"sejenis ayam yang besar, jenggernya sedikit; ayam bangkok",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
maréq,maréq,,Sasak Umum,tinggal; menginap,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
matarin,matarin,,Sasak Umum,membuat dasar bangunan rumah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mau,mau,,Sasak Umum,memetik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mayah,mayah,,Sasak Umum,membayar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbabar,mbabar,,Sasak Umum,memasang babar; dipasangi babar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbabarin,mbabarin,,Sasak Umum,memasangi babar; dipasangi babar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbadèq,mbadèq,,Sasak Umum,menduga; menyangka,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbagi,mbagi,,Sasak Umum,membagi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbagusa(n,g)",mbagusa(n,,Sasak Umum,menjadikan bagus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbagusin,mbagusin,,Sasak Umum,membagusi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbagèqin,mbagèqin,,Sasak Umum,mengasami,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbaita(n,g)",mbaita(n,,Sasak Umum,mengambilkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbaitin,mbaitin,,Sasak Umum,diambili,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbakatin,mbakatin,,Sasak Umum,melukai; dilukai,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbalaq,mbalaq,,Sasak Umum,melarang; dilarang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbalaqa(n,g)",mbalaqa(n,,Sasak Umum,melarang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbales,mbales,,Sasak Umum,membalas; dibalas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbalik,mbalik,,Sasak Umum,membalik; dibalik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbalikin,mbalikin,,Sasak Umum,melawan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbaluqa(n,g)",mbaluqa(n,,Sasak Umum,menjadikan delapan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbandâ,mbandâ,,Sasak Umum,memuat; menanggung; memikul,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbanggâa(n,g)",mbanggâa(n,,Sasak Umum,membang-gakan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbangkala(n,g)",mbangkala(n,,Sasak Umum,mendidihkan; dididihkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbangkela(n,g)",mbangkela(n,,Sasak Umum,membanting; dibantingkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbangun,mbangun,,Sasak Umum,membangun,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbanjarang,mbanjarang,,Sasak Umum,dileretkan; menderetkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbantara(n,g)",mbantara(n,,Sasak Umum,menderetkan; meleretkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbantel,mbantel,,Sasak Umum,membela; dibela,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbantot,mbantot,,Sasak Umum,memotong pucuknya; memecah tulang kemaluan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbantota(n,g)",mbantota(n,,Sasak Umum,memootongkan pucuknya; memecahkan tulang kemaluan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbantotin,mbantotin,,Sasak Umum,dipotongi pucuk-nya; dipecahi tulang kemaluan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbantu,mbantu,,Sasak Umum,membantu; dibantu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbaoa(n,g)",mbaoa(n,,Sasak Umum,menaungkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbaoin,mbaoin,,Sasak Umum,menaungi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbaos,mbaos,,Sasak Umum,berkata,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbaqdin,mbaqdin,,Sasak Umum,memberi tahu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbarenga(n,g)",mbarenga(n,,Sasak Umum,mencampur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbarengin,mbarengin,,Sasak Umum,menemani,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbareta(n,g)",mbareta(n,,Sasak Umum,mengutarakan; memindahkan ke utara,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbarua(n,g)",mbarua(n,,Sasak Umum,menjadikan baru,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbarâa(n,g)",mbarâa(n,,Sasak Umum,kandangkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbaréha(n,g)",mbaréha(n,,Sasak Umum,menyuruh menunggu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbasaqin,mbasaqin,,Sasak Umum,membasahi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbatala(n,g)",mbatala(n,,Sasak Umum,membatalkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbatesin,mbatesin,,Sasak Umum,membatasi; dibatasi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbatinin,mbatinin,,Sasak Umum,memberikan laba,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbaturin,mbaturin,,Sasak Umum,berteman,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbatèqin,mbatèqin,,Sasak Umum,dikampak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbau,mbau,,Sasak Umum,memetik; dipetik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbauin,mbauin,,Sasak Umum,memetiki,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbaungang,mbaungang,,Sasak Umum,memetikkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbaur,mbaur,,Sasak Umum,mencampur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbaura(n,g)",mbaura(n,,Sasak Umum,mencampurkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbawangin,mbawangin,,Sasak Umum,mencampur dengan bawang merah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbawaqa(n,g)",mbawaqa(n,,Sasak Umum,direndahkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbebeta(n,g)",mbebeta(n,,Sasak Umum,mengikatkan di pinggang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbecatang,mbecatang,,Sasak Umum,mempercepat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbedah,mbedah,,Sasak Umum,dioperasi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbedel,mbedel,,Sasak Umum,dioperasi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbedil,mbedil,,Sasak Umum,ditembak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbegik,mbegik,,Sasak Umum,memasang penyakit ilmu hitam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbegika(n,g)",mbegika(n,,Sasak Umum,memasangkan ilmu hitam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbejek,mbejek,,Sasak Umum,diremes; dilumat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbejeka(n,g)",mbejeka(n,,Sasak Umum,diremaskan; dilumatkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbeketa(n,g)",mbeketa(n,,Sasak Umum,mengetatkan; menge-ratkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbelah,mbelah,,Sasak Umum,memecah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbelakbak,mbelakbak,,Sasak Umum,membelenggu; dibe-lenggu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbelanjâa(n,g)",mbelanjâa(n,,Sasak Umum,membelanja-kan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbelaq,mbelaq,,Sasak Umum,dipecah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbelat,mbelat,,Sasak Umum,dilewati,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbelenggu,mbelenggu,,Sasak Umum,membelenggu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbeli,mbeli,,Sasak Umum,membeli; dibeli,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbelot,mbelot,,Sasak Umum,ditelan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbelubuk,mbelubuk,,Sasak Umum,membakar; dibakar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbelèqa(n,g)",mbelèqa(n,,Sasak Umum,membesarkan; dibesarkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbèkèq,mbèkèq,,Sasak Umum,membawa serta; dibawa serta,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbèlâ,mbèlâ,,Sasak Umum,membela; dibela,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbèâ,mbèâ,,Sasak Umum,membiayai; menanggung,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbébasa(n,g)",mbébasa(n,,Sasak Umum,membebaskan; dibebaskan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbébéra(n,g)",mbébéra(n,,Sasak Umum,membeberkan; dibeberkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mbédenga(n,g)",mbédenga(n,,Sasak Umum,menghitam-kan; dihitamkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbédengin,mbédengin,,Sasak Umum,menghitami; dihitami,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mbégal,mbégal,,Sasak Umum,dirampok,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
medil,medil,,Sasak Umum,menembak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mejek,mejek,,Sasak Umum,meremas; melumatkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mekambâ-ambâ, ngambâ-ambâ, nekambâ",mekambâ-ambâ,,Sasak Umum,menjurai-jurai,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
melakbak,melakbak,,Sasak Umum,membelenggu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
melaq,melaq,,Sasak Umum,memecah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"melaqa(n,g)",melaqa(n,,Sasak Umum,memecahkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
meler,meler,,Sasak Umum,memandang; melotot,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
meli,meli,,Sasak Umum,membeli,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"melia(n,g)",melia(n,,Sasak Umum,membelikan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
memalik,memalik,,Sasak Umum,membalik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
memayah,memayah,,Sasak Umum,membayar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
memedah,memedah,,Sasak Umum,membongkar/ memasuki rumah dengan jalan melubangi tembok,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
memedil,memedil,,Sasak Umum,menembak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
memeler,memeler,,Sasak Umum,memandang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
memeli,memeli,,Sasak Umum,membeli,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"memelota(n,g)",memelota(n,,Sasak Umum,menelan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mengamâ,mengamâ,,Sasak Umum,bersifat (menu-runkan sifat) ayah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
meraduq-aduq,meraduq-aduq,,Sasak Umum,mengadu-ngadu; (sering) mengadu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"meraiq, meraiqa(n,g)",meraiq,,Sasak Umum,mengairi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"merakona(n,g)",merakona(n,,Sasak Umum,menyerahkan anak kpd orang lain untuk menjadi anak angkat orang itu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
meramaqin,meramaqin,,Sasak Umum,berlaku sbg ayah/suami (bukan sungguhan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
meramâin,meramâin,,Sasak Umum,menjantani,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mèjâ,mèjâ,,Sasak Umum,meja berat (berat untuk diangkat),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mètâ,mètâ,,Sasak Umum,mencari penyakit ilmu hitam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mébasa(n,g)",mébasa(n,,Sasak Umum,membebaskan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"mébéra(n,g)",mébéra(n,,Sasak Umum,membeberkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
mégal,mégal,,Sasak Umum,merampok,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
